-50,0,25
-50,0,25
-50,0,25
-50.001,0,25
-50.005,0,25
-50.026,0,25
-50.128,0,25
-50.623,0,25
-51.514,0,25
-52.269,0,25
-52.269,0,24
-52.269,0,24
-52.27,0,24
-52.273,0,24
-52.287,0,24
-52.355,0,24
-52.689,0,24
-52.912,0,24
-52.912,0,23
-52.912,0,23
-52.912,0,23
-52.914,0,23
-52.925,0,23
-52.98,0,23
-53.244,0,23
-53.869,0,23
-54.045,0,23
-54.045,0,22
-54.045,0,22
-54.046,0,22
-54.047,0,22
-54.054,0,22
-54.088,0,22
-54.249,0,22
-54.249,0,21
-54.249,0,21
-54.249,0,21
-54.25,0,21
-54.255,0,21
-54.278,0,21
-54.284,0,21
-54.284,0,20
-54.284,0,20
-54.284,0,20
-54.285,0,20
-54.288,0,20
-54.302,0,20
-54.302,0,21
-54.302,0,21
-54.302,0,21
-54.303,0,21
-54.307,0,21
-54.33,0,21
-54.434,0,21
-54.434,0,20
-54.434,0,20
-54.434,0,20
-54.435,0,20
-54.437,0,20
-54.449,0,20
-54.509,0,20
-54.61,0,20
-54.61,0,19
-54.61,0,19
-54.61,0,19
-54.61,0,19
-54.61,0,19
-54.61,0,19
-54.611,0,19
-54.611,0,18
-54.611,0,18
-54.611,0,18
-54.61,0,18
-54.608,0,18
-54.597,0,18
-54.545,0,18
-54.471,0,18
-54.471,0,17
-54.471,0,17
-54.471,0,17
-54.47,0,17
-54.465,0,17
-54.444,0,17
-54.339,0,17
-53.967,0,17
-53.892,0,17
-53.892,0,16
-53.892,0,16
-53.892,0,16
-53.891,0,16
-53.885,0,16
-53.856,0,16
-53.716,0,16
-53.311,0,16
-53.311,0,15
-53.311,0,15
-53.311,0,15
-53.31,0,15
-53.302,0,15
-53.264,0,15
-53.083,0,15
-52.814,0,15
-52.814,0,16
-52.814,0,16
-52.814,0,16
-52.813,0,16
-52.81,0,16
-52.794,0,16
-52.717,0,16
-52.432,0,16
-52.142,0,16
-52.142,1,16
-52.142,1,16
-52.142,1,16
-52.14,1,16
-52.13,1,16
-52.08,1,16
-51.842,1,16
-51.159,1,16
-51.11,1,16
-51.11,1,15
-51.11,1,15
-51.11,1,15
-51.107,1,15
-51.097,1,15
-51.043,1,15
-50.785,1,15
-50.708,1,15
-50.708,0,15
-50.708,0,15
-50.708,0,15
-50.708,0,15
-50.707,0,15
-50.702,0,15
-50.68,0,15
-50.608,0,15
-50.608,0,14
-50.608,0,14
-50.607,0,14
-50.607,0,14
-50.602,0,14
-50.582,0,14
-50.482,0,14
-50.15,0,14
-49.989,0,14
-49.989,0,13
-49.989,0,13
-49.989,0,13
-49.987,0,13
-49.981,0,13
-49.948,0,13
-49.793,0,13
-49.544,0,13
-49.544,0,12
-49.544,0,12
-49.544,0,12
-49.542,0,12
-49.532,0,12
-49.482,0,12
-49.409,0,12
-49.409,0,11
-49.409,0,11
-49.408,0,11
-49.405,0,11
-49.39,0,11
-49.316,0,11
-48.959,0,11
-48.094,0,11
-47.64,0,11
-47.64,0,10
-47.64,0,10
-47.639,0,10
-47.636,0,10
-47.62,0,10
-47.54,0,10
-47.362,0,10
-47.362,1,10
-47.361,1,10
-47.361,1,10
-47.357,1,10
-47.337,1,10
-47.238,1,10
-46.76,1,10
-45.661,1,10
-45.661,1,9
-45.661,1,9
-45.66,1,9
-45.656,1,9
-45.635,1,9
-45.533,1,9
-45.037,1,9
-43.602,1,9
-43.428,1,9
-43.428,1,8
-43.428,1,8
-43.427,1,8
-43.423,1,8
-43.402,1,8
-43.299,1,8
-43.043,1,8
-43.043,1,7
-43.043,1,7
-43.042,1,7
-43.037,1,7
-43.012,1,7
-42.889,1,7
-42.294,1,7
-40.884,1,7
-40.884,0,7
-40.884,0,7
-40.883,0,7
-40.88,0,7
-40.863,0,7
-40.78,0,7
-40.39,0,7
-39.624,0,7
-39.624,1,7
-39.624,1,7
-39.623,1,7
-39.62,1,7
-39.601,1,7
-39.51,1,7
-39.071,1,7
-38.175,1,7
-38.175,1,6
-38.175,1,6
-38.174,1,6
-38.17,1,6
-38.149,1,6
-38.044,1,6
-37.538,1,6
-37.168,1,6
-37.168,0,6
-37.168,0,6
-37.168,0,6
-37.166,0,6
-37.158,0,6
-37.116,0,6
-36.915,0,6
-36.885,0,6
-36.885,1,6
-36.885,1,6
-36.884,1,6
-36.88,1,6
-36.862,1,6
-36.77,1,6
-36.38,1,6
-36.38,2,6
-36.38,2,6
-36.379,2,6
-36.376,2,6
-36.362,2,6
-36.29,2,6
-35.935,2,6
-35.097,2,6
-35.097,1,6
-35.097,1,6
-35.097,1,6
-35.094,1,6
-35.089,1,6
-35.089,2,6
-35.089,2,6
-35.089,2,6
-35.086,2,6
-35.073,2,6
-35.037,2,6
-35.037,1,6
-35.036,1,6
-35.036,1,6
-35.033,1,6
-35.021,1,6
-34.958,1,6
-34.911,1,6
-34.911,1,7
-34.911,1,7
-34.91,1,7
-34.909,1,7
-34.903,1,7
-34.871,1,7
-34.76,1,7
-34.76,1,6
-34.76,1,6
-34.759,1,6
-34.757,1,6
-34.745,1,6
-34.687,1,6
-34.577,1,6
-34.577,2,6
-34.577,2,6
-34.577,2,6
-34.574,2,6
-34.561,2,6
-34.498,2,6
-34.19,2,6
-32.875,2,6
-32.583,2,6
