sim_name,result
30_90-with-60_25,-0.006836
30_90-with-40_10,-0.045805
30_90-with-1_85,-0.641835
30_90-with-35_75,0.018824
30_90-with-40_55,0.032660
30_90-with-10_20,-0.051711
30_90-with-15_45,-0.022867
30_90-with-70_50,0.023333
30_90-with-50_25,-0.001455
30_90-with-10_55,-0.038523
30_90-with-5_95,-0.192186
30_90-with-1_95,-0.611560
30_90-with-65_15,-0.026038
30_90-with-20_95,-0.065320
30_90-with-65_75,0.023980
30_90-with-30_55,-0.028571
30_90-with-85_10,-0.036718
30_90-with-20_85,-0.057155
30_90-with-65_85,-0.002549
30_90-with-20_60,-0.037482
30_90-with-5_75,-0.206755
30_90-with-35_5,-0.081014
30_90-with-85_85,0.011387
30_90-with-60_20,-0.011595
30_90-with-60_100,0.060000
30_90-with-95_35,-0.002199
30_90-with-20_55,-0.027217
30_90-with-65_100,0.054761
30_90-with-30_40,-0.036000
30_90-with-100_5,-0.065777
30_90-with-75_20,-0.013941
30_90-with-40_75,-0.064143
30_90-with-65_5,-0.060974
30_90-with-10_75,-0.089134
30_90-with-60_65,0.004781
30_90-with-40_45,-0.015097
30_90-with-45_45,-0.008342
30_90-with-75_40,-0.005652
30_90-with-100_90,0.012778
30_90-with-45_95,0.034699
30_90-with-100_1,0.005906
30_90-with-90_35,0.000000
30_90-with-85_35,0.002429
30_90-with-30_45,-0.026667
30_90-with-25_10,-0.053608
30_90-with-5_85,-0.118806
30_90-with-50_60,0.002673
30_90-with-25_85,-0.013019
30_90-with-5_55,-0.122404
30_90-with-40_80,-0.013333
30_90-with-45_30,-0.019280
30_90-with-25_90,-0.188648
30_90-with-40_20,-0.014107
30_90-with-45_90,-0.012082
30_90-with-65_80,0.029870
30_90-with-25_100,0.051832
30_90-with-40_15,-0.034288
30_90-with-75_75,0.003825
30_90-with-65_90,0.056541
30_90-with-45_100,0.062051
30_90-with-50_75,0.018570
30_90-with-80_65,0.017963
30_90-with-20_25,-0.024259
30_90-with-75_70,0.014833
30_90-with-20_15,-0.030332
30_90-with-45_5,-0.062358
30_90-with-85_45,0.001315
30_90-with-25_20,-0.024202
30_90-with-40_40,-0.005855
30_90-with-60_1,0.005257
30_90-with-85_25,-0.005598
30_90-with-10_65,-0.071554
30_90-with-90_85,0.019326
30_90-with-25_1,-0.004485
30_90-with-80_20,-0.015628
30_90-with-30_25,-0.007692
30_90-with-95_1,-0.011328
30_90-with-35_90,0.074278
30_90-with-30_60,-0.010000
30_90-with-95_75,0.006758
30_90-with-25_70,0.014400
30_90-with-30_80,-0.040000
30_90-with-80_60,0.009457
30_90-with-85_50,-0.002733
30_90-with-55_10,-0.035432
30_90-with-80_40,-0.002667
30_90-with-80_100,0.008805
30_90-with-80_50,0.001455
30_90-with-25_80,0.000000
30_90-with-65_65,0.004324
30_90-with-90_70,0.022857
30_90-with-25_95,0.078113
30_90-with-80_80,0.035218
30_90-with-85_60,0.007329
30_90-with-15_60,-0.063802
30_90-with-55_85,0.024842
30_90-with-60_50,0.015325
30_90-with-50_40,-0.005477
30_90-with-35_30,0.013280
30_90-with-50_100,0.081650
30_90-with-75_80,0.027409
30_90-with-50_85,0.026186
30_90-with-100_65,0.000000
30_90-with-50_50,0.015275
30_90-with-5_5,-0.090453
30_90-with-15_70,-0.053336
30_90-with-70_25,-0.001267
30_90-with-50_70,0.003333
30_90-with-55_20,-0.014610
30_90-with-1_50,-0.366043
30_90-with-20_70,-0.043644
30_90-with-70_5,-0.060387
30_90-with-85_30,0.008163
30_90-with-30_100,-0.060000
30_90-with-70_10,-0.036006
30_90-with-100_50,0.017066
30_90-with-75_45,0.007426
30_90-with-80_5,-0.051113
30_90-with-40_60,0.000000
30_90-with-70_80,0.021822
30_90-with-85_90,0.027746
30_90-with-40_70,0.026186
30_90-with-90_50,0.003841
30_90-with-100_70,0.012380
30_90-with-75_1,-0.021542
30_90-with-40_65,-0.010954
30_90-with-70_95,0.015556
30_90-with-80_10,-0.031764
30_90-with-60_75,-0.002722
30_90-with-10_30,-0.057784
30_90-with-55_100,0.050884
30_90-with-45_20,-0.011122
30_90-with-85_1,0.000925
30_90-with-30_15,-0.033333
30_90-with-65_70,0.011429
30_90-with-50_80,-0.008165
30_90-with-70_1,-0.008032
30_90-with-40_95,0.048990
30_90-with-40_50,0.014446
30_90-with-100_100,0.010140
30_90-with-95_45,0.014070
30_90-with-60_95,0.044233
30_90-with-45_1,-0.017674
30_90-with-80_45,0.006967
30_90-with-35_10,-0.033674
30_90-with-25_5,-0.053991
30_90-with-100_45,0.006646
30_90-with-95_85,0.034425
30_90-with-75_35,0.000000
30_90-with-30_85,0.120000
30_90-with-95_100,0.021877
30_90-with-40_35,-0.010690
30_90-with-40_100,0.073333
30_90-with-10_95,-0.104745
30_90-with-70_40,0.000000
30_90-with-65_10,-0.047212
30_90-with-45_65,0.006670
30_90-with-1_20,-0.256344
30_90-with-55_80,0.027138
30_90-with-80_25,0.000000
30_90-with-10_1,-0.015256
30_90-with-45_35,-0.006964
30_90-with-50_95,0.034915
30_90-with-85_75,0.026950
30_90-with-5_20,-0.076863
30_90-with-15_90,-0.129412
30_90-with-50_15,-0.028111
30_90-with-75_25,-0.009749
30_90-with-10_45,-0.071643
30_90-with-5_70,-0.179428
30_90-with-40_85,0.008165
30_90-with-25_75,-0.080778
30_90-with-70_30,-0.004009
30_90-with-75_100,0.013704
30_90-with-1_30,-0.305967
30_90-with-15_65,-0.059539
30_90-with-25_35,-0.021697
30_90-with-70_65,0.017566
30_90-with-65_95,0.010196
30_90-with-30_20,-0.014286
30_90-with-25_15,-0.033233
30_90-with-45_70,0.034667
30_90-with-5_35,-0.097090
30_90-with-95_15,-0.004795
30_90-with-35_65,0.000000
30_90-with-75_55,0.009819
30_90-with-10_80,-0.077567
30_90-with-90_80,0.014744
30_90-with-20_35,-0.014254
30_90-with-35_45,-0.008826
30_90-with-95_65,-0.001305
30_90-with-80_15,-0.022450
30_90-with-55_70,0.026323
30_90-with-100_75,0.003765
30_90-with-45_80,0.056880
30_90-with-100_20,-0.009524
30_90-with-55_15,-0.025012
30_90-with-80_85,0.039198
30_90-with-30_95,-0.240000
30_90-with-75_5,-0.055746
30_90-with-75_65,0.007145
30_90-with-25_30,-0.011612
30_90-with-10_100,-0.093897
