-50,0,50
-50,0,50
-50,0,50
-50,0,50
-50.003,0,50
-50.013,0,50
-50.064,0,50
-50.317,0,50
-50.856,0,50
-50.856,0,49
-50.856,0,49
-50.856,0,49
-50.858,0,49
-50.867,0,49
-50.912,0,49
-51.067,0,49
-51.067,0,48
-51.067,0,48
-51.067,0,48
-51.069,0,48
-51.077,0,48
-51.119,0,48
-51.324,0,48
-51.91,0,48
-51.91,0,47
-51.91,0,47
-51.91,0,47
-51.912,0,47
-51.919,0,47
-51.954,0,47
-52.126,0,47
-52.718,0,47
-52.84,0,47
-52.84,0,46
-52.84,0,46
-52.84,0,46
-52.842,0,46
-52.847,0,46
-52.875,0,46
-52.968,0,46
-52.968,0,45
-52.968,0,45
-52.968,0,45
-52.97,0,45
-52.975,0,45
-53,0,45
-53.073,0,45
-53.073,0,44
-53.073,0,44
-53.073,0,44
-53.074,0,44
-53.078,0,44
-53.101,0,44
-53.213,0,44
-53.315,0,44
-53.315,0,43
-53.315,0,43
-53.315,0,43
-53.316,0,43
-53.319,0,43
-53.335,0,43
-53.335,0,42
-53.335,0,42
-53.335,0,42
-53.336,0,42
-53.339,0,42
-53.357,0,42
-53.44,0,42
-53.549,0,42
-53.549,0,41
-53.549,0,41
-53.549,0,41
-53.549,0,41
-53.552,0,41
-53.566,0,41
-53.633,0,41
-53.784,0,41
-53.784,0,40
-53.784,0,40
-53.784,0,40
-53.785,0,40
-53.787,0,40
-53.797,0,40
-53.846,0,40
-53.906,0,40
-53.906,1,40
-53.906,1,40
-53.906,1,40
-53.906,1,40
-53.906,1,40
-53.907,1,40
-53.911,1,40
-53.932,1,40
-53.937,1,40
-53.937,1,39
-53.937,1,39
-53.937,1,39
-53.937,1,39
-53.937,1,39
-53.935,1,39
-53.926,1,39
-53.887,1,39
-53.887,0,39
-53.887,0,39
-53.887,0,39
-53.887,0,39
-53.888,0,39
-53.895,0,39
-53.929,0,39
-54.085,0,39
-54.165,0,39
-54.165,0,38
-54.165,0,38
-54.165,0,38
-54.165,0,38
-54.165,0,38
-54.167,0,38
-54.167,0,37
-54.167,0,37
-54.167,0,37
-54.167,0,37
-54.167,0,37
-54.167,0,37
-54.167,0,37
-54.167,0,36
-54.167,0,36
-54.167,0,36
-54.167,0,36
-54.166,0,36
-54.163,0,36
-54.154,0,36
-54.154,0,35
-54.154,0,35
-54.154,0,35
-54.153,0,35
-54.152,0,35
-54.146,0,35
-54.118,0,35
-54.093,0,35
-54.093,0,34
-54.093,0,34
-54.093,0,34
-54.092,0,34
-54.091,0,34
-54.082,0,34
-54.081,0,34
-54.081,0,33
-54.081,0,33
-54.081,0,33
-54.081,0,33
-54.078,0,33
-54.066,0,33
-54.007,0,33
-53.862,0,33
-53.862,0,32
-53.862,0,32
-53.862,0,32
-53.861,0,32
-53.859,0,32
-53.844,0,32
-53.774,0,32
-53.761,0,32
-53.761,0,31
-53.761,0,31
-53.761,0,31
-53.76,0,31
-53.757,0,31
-53.739,0,31
-53.653,0,31
-53.591,0,31
-53.591,0,30
-53.591,0,30
-53.591,0,30
-53.59,0,30
-53.586,0,30
-53.586,0,29
-53.586,0,29
-53.586,0,29
-53.585,0,29
-53.58,0,29
-53.555,0,29
-53.433,0,29
-52.949,0,29
-52.949,0,28
-52.949,0,28
-52.949,0,28
-52.948,0,28
-52.943,0,28
-52.917,0,28
-52.791,0,28
-52.615,0,28
-52.615,0,27
-52.615,0,27
-52.615,0,27
-52.614,0,27
-52.608,0,27
-52.58,0,27
-52.44,0,27
-51.817,0,27
-51.533,0,27
-51.533,0,26
-51.533,0,26
-51.532,0,26
-51.531,0,26
-51.526,0,26
-51.499,0,26
-51.368,0,26
-51.223,0,26
-51.223,0,25
-51.223,0,25
-51.223,0,25
-51.222,0,25
-51.216,0,25
-51.185,0,25
