-50,0,50
-50,0,50
-50,0,50
-50,0,50
-50.003,0,50
-50.007,0,50
-50.007,0,49
-50.007,0,49
-50.008,0,49
-50.01,0,49
-50.02,0,49
-50.069,0,49
-50.314,0,49
-50.85,0,49
-50.85,1,49
-50.85,1,49
-50.851,1,49
-50.852,1,49
-50.86,1,49
-50.898,1,49
-51.083,1,49
-51.699,1,49
-52.271,1,49
-52.271,1,50
-52.271,1,50
-52.272,1,50
-52.273,1,50
-52.279,1,50
-52.31,1,50
-52.404,1,50
-52.404,1,49
-52.404,1,49
-52.404,1,49
-52.405,1,49
-52.411,1,49
-52.439,1,49
-52.579,1,49
-53.107,1,49
-53.143,1,49
-53.143,0,49
-53.143,0,49
-53.143,0,49
-53.144,0,49
-53.15,0,49
-53.181,0,49
-53.199,0,49
-53.199,0,48
-53.199,0,48
-53.2,0,48
-53.201,0,48
-53.207,0,48
-53.236,0,48
-53.379,0,48
-53.517,0,48
-53.517,0,47
-53.517,0,47
-53.517,0,47
-53.518,0,47
-53.523,0,47
-53.549,0,47
-53.675,0,47
-54.173,0,47
-54.379,0,47
-54.379,0,46
-54.379,0,46
-54.379,0,46
-54.38,0,46
-54.383,0,46
-54.402,0,46
-54.496,0,46
-54.912,0,46
-54.939,0,46
-54.939,0,45
-54.939,0,45
-54.94,0,45
-54.94,0,45
-54.943,0,45
-54.957,0,45
-55.026,0,45
-55.051,0,45
-55.051,0,44
-55.051,0,44
-55.051,0,44
-55.052,0,44
-55.054,0,44
-55.066,0,44
-55.122,0,44
-55.307,0,44
-55.307,0,43
-55.307,0,43
-55.307,0,43
-55.307,0,43
-55.309,0,43
-55.317,0,43
-55.356,0,43
-55.473,0,43
-55.473,0,42
-55.473,0,42
-55.473,0,42
-55.473,0,42
-55.474,0,42
-55.479,0,42
-55.504,0,42
-55.578,0,42
-55.578,0,41
-55.578,0,41
-55.578,0,41
-55.578,0,41
-55.578,0,41
-55.58,0,41
-55.591,0,41
-55.626,0,41
-55.626,0,40
-55.626,0,40
-55.626,0,40
-55.626,0,40
-55.625,0,40
-55.625,0,40
-55.623,0,40
-55.621,0,40
-55.621,1,40
-55.621,1,40
-55.621,1,40
-55.62,1,40
-55.618,1,40
-55.61,1,40
-55.567,1,40
-55.551,1,40
-55.551,0,40
-55.551,0,40
-55.551,0,40
-55.551,0,40
-55.551,0,40
-55.551,0,40
-55.551,0,40
-55.55,0,40
-55.55,0,39
-55.55,0,39
-55.55,0,39
-55.55,0,39
-55.55,0,39
-55.547,0,39
-55.535,0,39
-55.516,0,39
-55.516,0,38
-55.516,0,38
-55.516,0,38
-55.516,0,38
-55.515,0,38
-55.51,0,38
-55.485,0,38
-55.479,0,38
-55.479,0,37
-55.479,0,37
-55.479,0,37
-55.478,0,37
-55.477,0,37
-55.469,0,37
-55.459,0,37
-55.459,0,36
-55.459,0,36
-55.459,0,36
-55.458,0,36
-55.456,0,36
-55.446,0,36
-55.395,0,36
-55.163,0,36
-55.154,0,36
-55.154,0,35
-55.154,0,35
-55.154,0,35
-55.154,0,35
-55.151,0,35
-55.14,0,35
-55.082,0,35
-54.945,0,35
-54.945,0,34
-54.945,0,34
-54.945,0,34
-54.945,0,34
-54.942,0,34
-54.928,0,34
-54.861,0,34
-54.785,0,34
-54.785,0,33
-54.785,0,33
-54.785,0,33
-54.784,0,33
-54.781,0,33
-54.765,0,33
-54.686,0,33
-54.363,0,33
-54.363,0,32
-54.363,0,32
-54.363,0,32
-54.363,0,32
-54.359,0,32
-54.342,0,32
-54.257,0,32
-54.198,0,32
-54.198,0,31
-54.198,0,31
-54.197,0,31
-54.197,0,31
-54.193,0,31
-54.172,0,31
-54.073,0,31
-53.711,0,31
-53.711,0,30
-53.711,0,30
-53.711,0,30
-53.71,0,30
-53.705,0,30
-53.684,0,30
