tmax,nktot,mcatot,phi_m,phi_n,va,vb,vc,vd,vk,vl,vca,gk,gl,gca,c,v0,m0,n0,i
2000.0,10.0,10.0,0.4,0.04,-1.2,18.0,2.0,30.0,-84.0,-60.0,120.0,8.0,2.0,4.4,20.0,-50.0,0.0,5,100.0
